-58.3834983333,-34.6100833333,1235398023,0,50.00
-58.3834983333,-34.6100833333,1235398083,0,50.00
-58.3834033333,-34.6102833333,1235398142,0,50.00
-58.3833150000,-34.6095883333,1235398206,0,50.00
-58.3839800000,-34.6089100000,1235398263,3,2.40
-58.3849433333,-34.6087516667,1235398324,4,4.10
-58.3858183333,-34.6089800000,1235398383,4,4.60
-58.3867116667,-34.6090400000,1235398446,4,5.00
-58.3876233333,-34.6095700000,1235398504,4,5.40
-58.3881616667,-34.6095633333,1235398566,4,2.60
-58.3881500000,-34.6096283333,1235398626,5,3.90
-58.3889716667,-34.6091750000,1235398686,5,3.80
-58.3895000000,-34.6093850000,1235398746,5,3.70
-58.3903483333,-34.6097716667,1235398808,4,2.90
-58.3904716667,-34.6099333333,1235398867,4,3.00
-58.3912083333,-34.6099766667,1235398931,5,3.40
-58.3914966667,-34.6092583333,1235398988,5,3.30
-58.3909916667,-34.6092466667,1235399047,5,3.20
-58.3905250000,-34.6092666667,1235399107,4,1.80
-58.3898283333,-34.6095933333,1235399166,7,1.30
-58.3894683333,-34.6096216667,1235399226,6,1.40
-58.3892883333,-34.6091033333,1235399288,0,50.00
-58.3890150000,-34.6090916667,1235399347,5,1.90
-58.3880050000,-34.6092083333,1235399407,0,50.00
-58.3873750000,-34.6087716667,1235399467,6,1.50
-58.3863916667,-34.6088233333,1235399529,5,2.00
-58.3859483333,-34.6089616667,1235399587,3,14.70
-58.3850633333,-34.6084016667,1235399650,4,1.90
-58.3848783333,-34.6077383333,1235399709,4,1.90
-58.3848650000,-34.6068333333,1235399769,5,3.30
-58.3846250000,-34.6063316667,1235399833,4,2.20
-58.3847550000,-34.6054166667,1235399893,4,2.20
-58.3850583333,-34.6049533333,1235399950,5,3.60
-58.3850366667,-34.6042450000,1235400008,3,3.10
-58.3842233333,-34.6037566667,1235400070,0,50.00
-58.3815283333,-34.6029250000,1235400129,0,50.00
-58.3788333333,-34.6020933333,1235400190,0,50.00
-58.3761366667,-34.6012616667,1235400249,0,50.00
-58.3743850000,-34.6007216667,1235400309,0,50.00
-58.3743850000,-34.6007216667,1235400369,0,50.00
-58.3743850000,-34.6007216667,1235400430,0,50.00
-58.3743850000,-34.6007216667,1235400491,0,50.00
-58.3743850000,-34.6007216667,1235400550,0,50.00
-58.3743850000,-34.6007216667,1235400670,0,50.00
-58.3743850000,-34.6007216667,1235400730,0,50.00
-58.3743850000,-34.6007216667,1235400792,0,50.00
-58.3743850000,-34.6007216667,1235400851,0,50.00
-58.3743850000,-34.6007216667,1235400911,0,50.00
-58.3743850000,-34.6007216667,1235400971,0,50.00
-58.3743850000,-34.6007216667,1235401031,0,50.00
-58.3743850000,-34.6007216667,1235401093,0,50.00
-58.3743850000,-34.6007216667,1235401151,0,50.00
-58.3743850000,-34.6007216667,1235401212,0,50.00
-58.3743850000,-34.6007216667,1235401272,0,50.00
-58.3743850000,-34.6007216667,1235401332,0,50.00
-58.3743850000,-34.6007216667,1235401392,0,50.00
-58.3743850000,-34.6007216667,1235401451,0,50.00
-58.3743850000,-34.6007216667,1235401511,0,50.00
-58.3743850000,-34.6007216667,1235401571,0,50.00
-58.3743850000,-34.6007216667,1235401633,0,50.00
-58.3743850000,-34.6007216667,1235401694,0,50.00
-58.3743850000,-34.6007216667,1235401753,0,50.00
-58.3743850000,-34.6007216667,1235401813,0,50.00
-58.3743850000,-34.6007216667,1235401875,0,50.00
-58.3743850000,-34.6007216667,1235401935,0,50.00
-58.3743850000,-34.6007216667,1235401996,0,50.00
-58.3743850000,-34.6007216667,1235402055,0,50.00
-58.3743850000,-34.6007216667,1235402117,0,50.00
-58.3743850000,-34.6007216667,1235402177,0,50.00
-58.3743850000,-34.6007216667,1235402237,0,50.00
-58.3743850000,-34.6007216667,1235402298,0,50.00
-58.3743850000,-34.6007216667,1235402357,0,50.00
-58.3743850000,-34.6007216667,1235402417,0,50.00
-58.3743850000,-34.6007216667,1235402478,0,50.00
-58.3743850000,-34.6007216667,1235402536,0,50.00
-58.3743850000,-34.6007216667,1235402598,0,50.00
-58.3743850000,-34.6007216667,1235402657,0,50.00
-58.3852300000,-34.6040800000,1235402717,0,50.00
-58.3852300000,-34.6040800000,1235402778,0,50.00
-58.3852300000,-34.6040800000,1235402837,0,50.00
-58.3856866667,-34.6036133333,1235402898,6,1.80
-58.3869166667,-34.6043066667,1235403020,5,1.90
-58.3866583333,-34.6039383333,1235403080,6,1.80
-58.3874600000,-34.6040033333,1235403139,6,1.80
-58.3881900000,-34.6040516667,1235403199,6,1.80
-58.3891200000,-34.6041466667,1235403261,6,1.90
-58.3894000000,-34.6039733333,1235403321,6,1.90
-58.3895200000,-34.6031133333,1235403382,6,1.90
-58.3887633333,-34.6026950000,1235403448,6,1.90
-58.3882100000,-34.6028566667,1235403504,7,1.30
-58.3872750000,-34.6026916667,1235403565,7,1.30
-58.3864883333,-34.6025166667,1235403624,7,1.30
-58.3865783333,-34.6017716667,1235403687,7,1.30
-58.3861766667,-34.6015050000,1235403746,7,1.30
-58.3849516667,-34.6017016667,1235403807,6,1.80
-58.3849966667,-34.6019483333,1235403873,7,1.30
-58.3850150000,-34.6024883333,1235403929,7,1.50
-58.3847633333,-34.6024400000,1235403989,7,1.30
-58.3845533333,-34.6018783333,1235404049,8,1.10
-58.3843483333,-34.6016283333,1235404118,7,1.30
-58.3841083333,-34.6018683333,1235404171,7,1.30
-58.3840616667,-34.6017050000,1235404235,6,1.80
-58.3840616667,-34.6017050000,1235404292,6,1.80
-58.3841800000,-34.6013166667,1235404351,8,1.10
-58.3843100000,-34.6010083333,1235404412,7,1.40
-58.3844033333,-34.6008866667,1235404472,6,1.80
-58.3841166667,-34.6001933333,1235404533,7,1.40
-58.3841666667,-34.5994300000,1235404593,7,1.40
-58.3841600000,-34.5994250000,1235404652,7,1.40
-58.3840816667,-34.5992450000,1235404714,7,1.40
-58.3832716667,-34.5989450000,1235404772,7,1.40
-58.3828833333,-34.5985100000,1235404833,3,32.80
-58.3797450000,-34.5994950000,1235404893,0,50.00
-58.3823000000,-34.5991833333,1235404954,8,1.20
-58.3823400000,-34.5992200000,1235405014,7,1.40
-58.3814350000,-34.5991950000,1235405081,7,1.40
-58.3811200000,-34.5991316667,1235405135,7,1.40
-58.3803966667,-34.5986716667,1235405195,8,1.20
-58.3796733333,-34.5989633333,1235405255,7,2.00
-58.3794600000,-34.5991500000,1235405317,6,2.30
-58.3795433333,-34.5993016667,1235405377,6,1.70
-58.3795900000,-34.5994516667,1235405438,5,6.90
-58.3793300000,-34.5992983333,1235405498,7,2.20
-58.3786583333,-34.5992483333,1235405561,8,1.30
-58.3782283333,-34.5991550000,1235405625,7,1.80
-58.3781783333,-34.5985166667,1235405680,6,2.30
-58.3779066667,-34.5986466667,1235405741,6,1.80
-58.3778466667,-34.5986716667,1235405803,4,2.60
-58.3767133333,-34.5990533333,1235405862,0,50.00
-58.3777383333,-34.5990000000,1235405923,4,7.20
-58.3778666667,-34.5992066667,1235405983,6,1.90
-58.3781416667,-34.5988000000,1235406045,5,3.50
-58.3776666667,-34.5986916667,1235406105,6,1.90
-58.3784483333,-34.5986233333,1235406167,4,2.80
-58.3794850000,-34.5974333333,1235406227,0,50.00
-58.3815100000,-34.5956216667,1235406287,0,50.00
-58.3835333333,-34.5938100000,1235406347,0,50.00
-58.3855933333,-34.5919683333,1235406408,0,50.00
-58.3778900000,-34.5982416667,1235406470,7,1.50
-58.3768966667,-34.5985416667,1235406531,7,1.50
-58.3762566667,-34.5984400000,1235406591,7,1.50
-58.3766783333,-34.5988400000,1235406650,0,50.00
-58.3769883333,-34.5983166667,1235406712,0,50.00
-58.3753500000,-34.5982666667,1235406772,0,50.00
-58.3755516667,-34.5988366667,1235406832,3,3.70
-58.3762133333,-34.5990750000,1235406893,0,50.00
-58.3768866667,-34.5993150000,1235406955,0,50.00
-58.3772450000,-34.5994433333,1235407015,0,50.00
-58.3736066667,-34.5991466667,1235407076,0,50.00
-58.3702300000,-34.5996816667,1235407135,0,50.00
-58.3769966667,-34.5964516667,1235407198,0,50.00
-58.3786116667,-34.5942166667,1235407257,0,50.00
-58.3776083333,-34.5976033333,1235407318,0,50.00
-58.3776083333,-34.5976033333,1235407379,0,50.00
-58.3817300000,-34.5934350000,1235407440,0,50.00
-58.3761666667,-34.5990200000,1235407499,3,16.50
-58.3760283333,-34.5985850000,1235407561,3,2.50
-58.3754366667,-34.5986633333,1235407621,7,1.60
-58.3752483333,-34.5993516667,1235407683,7,1.70
-58.3754233333,-34.5998266667,1235407744,6,2.20
-58.3754233333,-34.5998266667,1235407804,6,2.20
-58.3752683333,-34.6010150000,1235407870,6,2.20
-58.3754233333,-34.6014916667,1235407926,5,2.80
-58.3752350000,-34.6020133333,1235407984,7,1.70
-58.3752833333,-34.6028600000,1235408048,6,2.20
-58.3753166667,-34.6031666667,1235408108,6,2.20
-58.3753750000,-34.6040450000,1235408168,6,2.20
-58.3753750000,-34.6040450000,1235408229,6,2.20
-58.3751216667,-34.6048583333,1235408288,5,2.50
-58.3751033333,-34.6058916667,1235408350,3,5.50
-58.3760400000,-34.6069350000,1235408410,0,50.00
-58.3765800000,-34.6076766667,1235408470,0,50.00
-58.3771366667,-34.6084433333,1235408532,0,50.00
-58.3730766667,-34.6090616667,1235408592,0,50.00
-58.3764800000,-34.6044766667,1235408652,0,50.00
-58.3745366667,-34.6056716667,1235408713,0,50.00
-58.3746016667,-34.6077383333,1235408779,0,50.00
-58.3756150000,-34.6061900000,1235408834,0,50.00
-58.3765366667,-34.6055450000,1235408895,0,50.00
-58.3750716667,-34.6056466667,1235408955,4,4.50
-58.3750316667,-34.6052116667,1235409015,0,50.00
-58.3751600000,-34.6052050000,1235409077,6,2.20
-58.3751950000,-34.6049783333,1235409137,6,2.20
-58.3757533333,-34.6043833333,1235409197,6,2.20
-58.3766700000,-34.6042866667,1235409259,6,2.20
-58.3766550000,-34.6036316667,1235409319,5,2.70
-58.3767583333,-34.6030083333,1235409380,6,2.20
-58.3767933333,-34.6025866667,1235409440,5,2.80
-58.3765883333,-34.6027633333,1235409501,6,2.10
-58.3768300000,-34.6040633333,1235409562,0,50.00
-58.3773300000,-34.6029033333,1235409622,0,50.00
-58.3780333333,-34.6018400000,1235409684,0,50.00
-58.3787133333,-34.6008116667,1235409744,0,50.00
-58.3793950000,-34.5997816667,1235409804,0,50.00
-58.3798600000,-34.5990783333,1235409865,0,50.00
-58.3798600000,-34.5990783333,1235409925,0,50.00
-58.3798600000,-34.5990783333,1235409986,0,50.00
-58.3764400000,-34.6023350000,1235410047,0,50.00
-58.3766966667,-34.6026966667,1235410108,5,5.00
-58.3764400000,-34.6028866667,1235410174,6,2.10
-58.3769766667,-34.6034433333,1235410230,6,2.10
-58.3778266667,-34.6034400000,1235410292,6,2.10
-58.3788616667,-34.6035900000,1235410350,5,4.30
-58.3796733333,-34.6036766667,1235410416,6,2.10
-58.3814183333,-34.6031833333,1235410532,7,1.40
-58.3814283333,-34.6031633333,1235410592,8,1.10
-58.3812783333,-34.6033366667,1235410654,5,1.60
-58.3814133333,-34.6031583333,1235410714,8,1.10
-58.3814350000,-34.6032000000,1235410776,9,1.00
-58.3815933333,-34.6031600000,1235410835,8,1.10
