0,0,-88,0,-79,0,0,-81,-60,-84,-59,-58,-82,-89,-70,-87,-74,-81,-84,-83,-80,-90,-78,-84,-89,-62,-71,-76,-81,0,-76,-63,-80,-68,-66,0,-80,-87,0,45
0,0,-88,0,0,0,0,-81,-69,-73,-56,-59,-77,-90,-73,-92,-72,-80,-76,-78,-78,-86,-78,-73,-90,-65,-64,-68,-79,0,-81,-67,-71,-77,-68,0,-73,-81,0,45
0,0,-88,0,-81,0,-88,-79,-68,-73,-55,-60,-77,-91,-76,-85,-71,-80,-81,-80,-78,-85,-77,-77,-90,-58,-64,-66,-78,0,-79,-66,-71,-82,-68,0,-73,-82,0,45
0,0,0,0,-75,0,-88,-78,-68,-66,-63,-63,-86,-83,-62,-85,-75,-84,-79,-79,-78,-74,-75,-77,-82,-66,-66,-76,-80,0,-81,-66,-73,-77,-82,0,-68,-82,0,45
0,0,-94,0,-75,0,-88,-78,-66,-66,-64,-58,-75,-92,-74,-94,-74,-82,-82,-78,-68,-86,-75,-80,-81,-64,-66,-76,-76,0,-75,-67,-73,-75,-67,0,-70,-79,0,45
0,0,-95,0,-75,0,-93,-78,-66,-74,-55,-62,-75,-83,-61,-94,-72,-82,-82,-81,-80,-85,-74,-80,-89,-58,-64,-67,-78,0,-75,-65,-70,-78,-68,0,-70,-81,0,45
0,0,-95,0,-80,0,-93,-78,-66,-68,-61,-62,-75,-83,-61,-87,-72,-82,-81,-81,-71,-85,-74,-80,-89,-66,-66,-67,-79,0,-80,-66,-70,-82,-68,0,-76,-82,0,45
0,0,-93,0,-80,0,-93,-77,-66,-67,-63,-60,-76,-83,-61,-94,-73,-80,-79,-81,-69,-85,-75,0,-81,-64,-63,-67,-75,0,-77,-69,-84,-81,-68,0,-75,-81,0,45
0,0,-93,0,-80,0,-87,-78,-67,-74,-54,-60,-76,-83,-75,-86,-72,-79,-78,-81,-80,-77,-74,-79,-87,-59,-64,-68,-75,0,-76,-69,-85,-77,-66,0,-70,-81,0,45
0,0,-93,0,0,0,-87,-78,-67,-74,-54,-59,-83,-82,-60,-86,-73,-84,-82,-80,-80,-76,-73,-79,-81,-59,-66,-78,-78,0,-81,-69,-71,-77,-67,0,-70,-83,0,45
0,0,-94,0,-83,0,-86,-80,-67,-68,-65,-59,-76,-92,-75,-94,-73,-84,-78,-78,-69,-74,-75,-76,-91,-65,-65,-67,-77,0,-81,-68,-73,-80,-81,0,-76,-83,0,45
0,0,-94,0,-81,0,-86,-78,-66,-73,-61,-60,-75,-95,-75,-94,-73,-81,-79,-77,-69,-86,-74,-79,-89,-66,-62,-69,-76,0,-78,-68,-73,-84,-79,0,-75,-81,0,45
0,0,-94,0,-81,0,-86,-78,-66,-74,-55,-64,-85,-95,-75,-93,-72,-87,-79,-77,-80,-86,-73,-79,-89,-59,-62,-69,-83,0,-78,-70,-73,-84,-79,0,-70,-80,0,45
0,0,-93,0,-81,0,-92,-78,-68,-66,-62,-62,-85,-95,-61,-88,-73,-87,-82,-80,-68,-86,-75,-79,-89,-63,-66,-79,-81,0,-77,-65,-73,-74,-79,0,-75,-78,0,45
0,0,-93,0,-81,0,-89,-77,-68,-67,-61,-59,-85,-94,-76,-89,-72,-82,-78,-78,-69,-84,-74,-79,-82,-61,-62,-69,-76,0,-78,-70,-74,-76,-80,0,-70,-80,0,45
0,0,-93,0,-82,0,-88,-75,-66,-74,-54,-61,-86,-84,-76,-88,-74,-83,-78,-81,-84,-87,-73,-78,-86,-59,-61,-69,-76,0,-77,-71,-83,-76,-66,0,-75,-78,0,45
0,0,0,0,-82,0,-91,-76,-68,-72,-55,-58,-82,-85,-64,-86,-73,-88,-79,-83,-77,-82,-77,-81,-86,-63,-69,-78,-78,0,-79,-65,-72,-76,-68,0,-71,-79,0,45
0,0,0,0,-82,0,-91,-73,-68,-63,-62,-62,-82,-91,-66,-86,-71,-89,-78,-75,-77,-75,-78,-81,-77,-64,-55,-66,-82,0,-83,-65,-78,-83,-83,0,-75,-76,0,45
0,0,0,0,-84,0,-91,-73,-67,-63,-52,-64,-83,-91,-66,-93,-71,-74,-78,-75,-77,-75,-73,-79,-77,-61,-53,-71,-83,0,-78,-67,-83,-81,-67,0,-68,-74,0,45
0,0,0,0,-84,0,-91,-73,-67,-62,-51,-61,-85,-87,-76,-93,-69,-89,-77,-83,0,-77,-73,-74,-76,-60,-69,-71,-80,0,-79,-67,-77,-84,-67,0,-67,-73,0,45
0,0,0,0,-79,0,-94,-85,-69,-62,-60,-66,-85,-92,-65,-93,-70,-89,-76,-83,-65,-77,-81,-76,-76,-62,-69,-69,-76,0,-77,-73,-77,-82,-80,0,-67,-74,0,45
0,0,0,0,-82,0,-91,-84,-69,-63,-60,-67,-81,-90,-65,-91,-70,-72,-77,-83,-66,-87,-72,-76,-81,-60,-51,-71,-75,0,-77,-64,-74,-79,-81,0,-69,-73,0,45
0,0,0,0,-85,0,-91,-85,-61,-74,-52,-60,-82,-90,-74,-91,-71,-73,-82,-84,-66,-87,-72,-81,-80,-60,-66,-71,-74,0,-86,-64,-76,-86,-81,0,-68,-73,0,45
0,0,-94,0,-85,0,-91,-70,-60,-75,-51,-59,-81,-84,-72,-87,-72,-88,-80,-81,-72,-82,-75,-74,-75,-58,-70,-71,-69,0,-79,-73,-74,-78,-81,0,-69,-74,0,45
0,0,-94,0,-85,0,-89,-70,-67,-66,-60,-66,-81,-88,-71,-87,-73,-86,-78,-77,-66,-82,-80,-73,-78,-63,-51,-71,-72,0,-81,-63,-80,-78,-77,0,-71,-74,0,45
